fips,PST045212,PST040210,PST120212,POP010210,AGE135212,AGE295212,AGE775212,SEX255212,RHI125212,RHI225212,RHI325212,RHI425212,RHI525212,RHI625212,RHI725212,RHI825212,POP715211,POP645211,POP815211,EDU635211,EDU685211,VET605211,LFE305211,HSG010211,HSG445211,HSG096211,HSG495211,HSD410211,HSD310211,INC910211,INC110211,PVY020211,BZA010211,BZA110211,BZA115211,NES010211,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
13221,14618,14899,-1.9,14899,5.4,22.5,16.2,50.3,80.0,17.3,0.3,0.6,0.0,1.7,3.8,76.6,95.2,1.8,3.7,76.1,14.8,888,26.4,6532,82.3,3.4,134500,4793,3.03,19052,43255,16.1,170,1088,-0.2,1016,1296,0.0,0.0,0.0,0.0,0.0,21.3,0,8455,69636,4988,1816,45,439.01,33.9
13223,144800,142324,1.7,142324,7.0,28.8,8.6,51.2,79.1,17.5,0.4,1.0,0.1,2.0,5.2,74.8,85.0,4.2,6.1,87.9,22.3,9732,38.1,52342,81.5,7.2,147700,47691,2.90,23700,63023,9.0,1586,14363,-0.6,10250,11811,14.6,0.0,0.0,0.0,0.0,30.6,255438,176471,973010,7607,108987,213,312.22,455.8
13225,27622,27695,-0.3,27695,6.5,22.5,12.0,51.2,51.4,45.7,0.5,0.8,0.1,1.5,7.3,45.0,85.5,5.4,7.8,80.2,17.8,2249,22.5,11163,69.2,13.5,118900,9188,2.74,18735,41333,26.0,467,5944,-3.9,1667,1757,0.0,0.0,0.0,0.0,3.6,0.0,1057803,0,317396,12122,28726,66,150.27,184.3
13227,29268,29426,-0.5,29431,5.3,21.5,18.6,50.9,96.6,1.4,0.4,0.5,0.0,1.1,3.0,94.1,87.9,2.8,3.5,80.4,21.9,2764,30.0,13607,79.4,7.5,169900,11116,2.62,26206,50582,11.8,644,5694,5.0,2866,4125,0.0,0.0,0.0,0.0,0.0,26.4,104755,112023,320506,10541,27773,34,232.06,126.8
13229,18844,18758,0.5,18758,6.7,25.9,15.0,50.4,88.5,9.0,0.7,0.5,0.1,1.2,5.1,84.1,86.1,2.4,4.8,77.5,11.4,1473,24.7,8039,74.7,7.1,79900,6914,2.65,18287,37489,18.6,313,2943,-2.7,1183,1064,0.0,0.0,0.0,0.0,0.0,25.6,0,0,99714,5586,8687,22,316.49,59.3
13231,17810,17869,-0.3,17869,5.2,25.8,13.8,50.8,87.3,10.6,0.3,0.4,0.0,1.4,1.3,86.2,84.1,1.0,1.5,83.3,15.6,1323,32.7,6863,83.3,3.2,156500,6012,2.90,21922,56433,11.6,220,1412,-3.5,1354,1762,0.0,0.0,0.0,0.0,0.0,19.8,0,16741,33873,1970,2432,16,216.09,82.7
13233,41188,41475,-0.7,41475,7.4,26.4,14.1,50.6,83.9,12.9,0.8,0.8,0.2,1.5,12.8,72.6,82.4,7.5,11.7,72.8,11.2,2971,26.9,16880,70.3,12.3,109200,14675,2.76,18274,38514,22.2,595,9667,3.4,2713,2391,0.0,0.0,0.0,0.0,0.0,35.8,698637,0,314659,7592,35178,30,310.33,133.6
13235,11720,11999,-2.3,12010,5.2,20.2,17.5,57.0,66.2,31.3,0.4,1.0,0.1,0.9,3.9,63.0,87.4,2.4,4.4,76.2,7.3,834,22.7,5269,72.0,7.3,81200,4245,2.45,16679,32424,13.2,189,1947,3.6,626,685,0.0,0.0,0.0,0.0,0.0,0.0,0,21369,84491,8619,13668,14,249.03,48.2
13237,21198,21218,-0.1,21218,6.2,21.6,19.8,51.7,70.8,27.0,0.4,0.6,0.3,0.9,6.7,65.3,86.7,5.1,8.1,81.7,18.9,2139,27.4,12818,77.1,5.1,150200,8782,2.39,27000,41756,12.3,373,4517,-2.3,1788,2259,0.0,0.0,0.0,0.0,1.1,0.0,316112,75508,204112,10073,19813,27,344.64,61.6
13239,2404,2513,-4.3,2513,4.6,19.6,24.5,51.7,49.4,49.5,0.2,0.2,0.0,0.7,1.2,48.6,80.4,0.5,2.3,67.8,7.6,203,21.5,2072,68.2,2.0,68600,946,2.63,14894,32656,25.1,34,209,-14.0,121,213,0.0,0.0,0.0,0.0,0.0,29.6,0,0,2769,1045,0,1,151.24,16.6
13241,16297,16276,0.1,16276,4.9,20.5,23.3,50.8,95.4,1.5,0.5,0.9,0.0,1.7,8.0,88.3,91.4,6.8,10.0,83.4,24.2,1708,21.8,12290,75.4,8.2,183600,6908,2.32,22423,33533,20.8,449,3784,-9.2,1751,2338,0.0,0.0,0.0,0.0,0.0,31.2,138701,0,234433,14153,41073,71,369.99,44.0
13243,7327,7719,-5.1,7719,6.2,22.2,19.7,53.5,38.4,60.3,0.1,0.4,0.1,0.7,1.7,37.3,90.6,1.6,1.0,72.1,14.8,565,18.2,4243,73.8,3.5,61100,3018,2.41,19523,29071,24.2,130,1289,3.0,439,481,0.0,0.0,0.0,0.0,0.0,0.0,0,41661,44341,6087,3852,0,428.24,18.0
13245,202587,200549,1.0,200549,7.4,24.3,11.8,51.3,40.3,54.9,0.4,1.7,0.2,2.4,4.5,37.3,78.1,3.6,5.8,82.3,19.7,20700,19.9,86534,57.0,25.7,101700,73214,2.59,20393,39090,23.7,4307,82835,2.9,11785,14147,38.1,0.3,2.8,0.0,2.4,36.1,5256290,916435,2505076,12695,395411,378,324.33,618.4
13247,85820,85215,0.7,85215,6.4,25.9,11.9,52.5,47.4,48.0,0.5,2.0,0.1,1.9,10.0,39.3,81.2,11.4,11.9,85.1,23.7,6907,33.2,33484,70.4,19.2,164700,29002,2.88,24606,55819,12.9,1962,27104,2.3,7377,8647,34.8,0.0,0.0,0.0,2.9,29.1,1778787,515574,1450095,17720,196568,36,129.79,656.5
13249,4990,5010,-0.4,5010,5.5,28.1,14.5,51.8,76.3,21.8,0.1,1.1,0.0,0.7,4.3,72.6,91.3,4.4,13.2,67.5,11.3,218,33.8,2281,72.2,8.2,98200,1743,2.79,16815,34691,22.9,63,741,-6.0,251,0,0.0,0.0,0.0,0.0,0.0,0.0,215937,0,18573,4503,879,0,166.91,30.0
13251,14202,14593,-2.7,14593,6.9,24.7,15.9,51.2,55.4,42.5,0.4,0.5,0.0,1.2,1.5,54.5,89.3,0.3,1.6,75.0,11.9,957,29.1,6637,77.0,7.1,79700,4682,3.06,16647,31963,25.4,221,2766,9.7,931,1171,0.0,0.0,0.0,0.0,0.0,0.0,183823,17545,93578,6219,8297,15,645.10,22.6
13253,8947,8729,2.5,8729,5.6,22.8,20.3,51.8,64.8,33.2,0.1,0.7,0.0,1.2,2.8,62.5,94.9,1.9,2.4,81.1,10.9,583,23.0,4772,80.0,2.7,74800,3059,2.84,18692,29639,27.3,183,1489,-0.9,678,760,23.7,0.0,0.0,0.0,0.0,0.0,0,48751,76470,8485,5449,4,235.23,37.1
13255,63865,64073,-0.3,64073,6.9,24.8,14.7,51.4,63.7,33.2,0.4,1.0,0.1,1.6,4.2,60.4,81.6,3.1,5.1,75.0,14.0,5379,28.3,26930,63.8,17.2,121000,22920,2.74,19547,41163,20.9,1134,16945,3.8,4670,5329,0.0,0.0,2.5,0.0,0.0,36.9,2285175,604327,661569,10492,77353,92,196.47,326.1
13257,25891,26175,-1.1,26175,5.8,22.3,17.2,52.0,85.6,11.3,0.4,0.8,0.1,1.8,2.7,83.3,88.6,2.1,3.5,77.2,14.2,1836,21.1,12664,75.0,8.0,111700,9175,2.69,18592,37502,21.9,546,7569,-7.5,1642,1962,0.0,0.0,0.0,0.0,0.0,21.7,535710,0,274713,10895,26220,2,179.13,146.1
13259,6042,6058,-0.3,6058,4.3,14.6,14.2,38.3,46.7,50.0,0.6,1.0,0.0,1.6,27.0,27.2,89.5,5.9,7.0,71.4,12.0,383,27.0,2380,66.9,4.7,48800,2183,2.51,15944,30417,23.4,70,0,0.0,310,232,0.0,0.0,0.0,0.0,0.0,28.9,0,2608,23878,5203,2689,0,458.73,13.2
13261,31554,32817,-3.8,32819,6.9,25.0,13.7,52.6,44.5,52.3,0.5,1.4,0.2,1.0,5.7,40.2,85.5,3.9,6.3,76.1,18.2,1718,18.7,13832,62.0,19.4,87500,11473,2.71,18368,34416,27.9,656,9543,13.5,1849,2484,23.6,0.0,0.0,0.0,0.0,26.8,411966,238965,326121,10016,33712,23,482.70,68.0
13263,6517,6863,-5.0,6865,4.9,19.7,18.1,52.7,40.1,58.0,0.4,0.2,0.0,1.4,1.8,39.2,91.3,0.6,2.4,77.4,11.2,619,30.6,3437,79.0,4.9,83300,2701,2.54,18051,33404,24.5,57,521,-8.6,515,777,46.3,0.0,0.0,0.0,0.0,0.0,0,0,4663,710,0,6,391.39,17.5
13265,1680,1717,-2.2,1717,5.7,19.5,21.4,51.5,38.2,59.3,0.2,0.8,0.0,1.5,2.6,36.0,86.8,3.4,4.3,60.1,8.5,103,28.9,1000,70.8,6.3,67400,638,2.78,13347,24125,30.6,21,71,0.0,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1710,925,0,2,194.61,8.8
13267,25384,25519,-0.5,25520,6.2,21.6,11.8,41.6,68.2,29.7,0.6,0.5,0.2,0.9,10.8,58.8,80.5,6.5,11.8,74.1,11.3,2137,23.6,10102,68.7,6.5,78900,7844,2.69,15741,33863,25.1,294,2978,2.4,1248,1241,0.0,0.0,2.2,0.0,7.7,27.6,0,152023,102403,4457,9522,18,479.40,53.2
13269,8420,8906,-5.5,8906,5.8,23.6,16.9,52.5,59.7,38.7,0.1,0.7,0.0,0.8,2.1,58.1,82.9,1.8,1.0,70.3,6.8,649,26.7,4586,71.4,5.5,64100,3460,2.43,15594,27479,29.1,118,949,-8.2,559,765,0.0,0.0,0.0,0.0,0.0,31.9,0,21407,46384,5359,1590,9,376.69,23.6
13271,16349,16500,-0.9,16500,5.1,18.7,14.8,42.1,61.7,36.2,0.3,0.7,0.1,1.0,13.4,50.7,95.5,10.8,11.3,73.3,10.2,792,21.1,7597,60.7,10.0,56700,5780,2.21,12959,23777,32.9,199,3017,-20.9,743,1139,0.0,0.0,0.0,0.0,0.0,12.6,0,30505,77349,5817,11149,1,437.30,37.7
13273,9045,9315,-2.9,9315,7.0,24.2,16.5,52.0,37.2,60.8,0.5,0.4,0.2,1.0,2.0,36.0,87.1,2.1,3.3,63.9,10.2,757,20.2,4005,62.0,10.3,75400,3427,2.66,15896,30953,30.9,176,1532,-4.3,605,550,0.0,0.0,0.0,0.0,0.0,45.5,0,0,68284,6657,0,16,335.44,27.8
13275,44724,44719,0.0,44720,6.7,24.6,15.9,52.5,60.1,37.3,0.5,0.8,0.0,1.3,3.3,57.7,87.9,2.1,3.4,81.7,19.1,3435,19.7,20193,59.8,12.3,128100,17356,2.51,20716,34419,24.6,1068,15549,-0.2,3038,3741,0.0,1.3,0.0,0.0,0.0,29.8,657550,575289,627509,13852,49874,161,544.60,82.1
13277,41064,40122,2.3,40118,6.9,24.8,13.1,51.6,65.8,31.2,0.4,1.4,0.1,1.2,10.4,56.4,82.8,6.1,12.3,76.2,17.0,2349,17.4,16430,63.4,16.2,109700,14164,2.75,18704,37414,23.3,1041,15178,-2.1,2873,3604,11.1,0.0,0.0,0.0,2.2,28.0,547460,612216,721588,17119,92037,56,258.92,154.9
13279,27315,27223,0.3,27223,8.1,28.1,14.4,52.6,71.7,25.4,0.7,0.8,0.1,1.3,11.4,61.7,91.6,6.0,10.2,81.3,14.0,2114,20.2,12157,61.5,13.9,92200,10133,2.64,18466,32462,24.7,682,8644,-7.3,2097,2972,10.9,0.0,10.2,0.0,4.6,33.2,0,665035,386338,13914,42329,20,364.01,74.8
13281,10495,10471,0.2,10471,3.6,14.9,30.7,51.9,97.6,0.8,0.3,0.6,0.0,0.7,2.1,95.7,89.7,2.3,3.5,85.3,21.0,1401,20.5,7668,86.3,3.9,187600,4499,2.17,21642,39309,12.5,293,2837,2.3,1140,1499,0.0,0.0,0.0,0.0,0.0,30.6,0,6174,102261,9426,31033,44,166.56,62.9
13283,6769,6885,-1.7,6885,6.5,24.2,14.5,49.6,65.7,32.9,0.2,0.2,0.0,0.9,2.0,64.1,92.2,1.0,2.4,74.1,9.2,355,22.9,3017,61.6,6.9,66000,2500,2.57,18030,31848,23.3,85,699,-4.0,436,421,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30428,4407,1792,5,199.44,34.5
13285,68468,67044,2.1,67044,7.0,26.1,13.0,51.9,62.0,34.4,0.3,1.7,0.1,1.4,3.5,59.2,81.2,3.7,5.9,79.8,19.6,4606,20.2,28474,63.8,16.3,129100,24233,2.66,20351,41961,20.4,1393,30771,13.9,5139,5768,25.8,0.7,1.7,0.0,0.0,31.0,2470774,0,798823,12600,88719,62,413.99,161.9
13287,8410,8930,-5.8,8930,6.0,23.5,17.2,50.1,57.8,40.2,0.4,0.7,0.1,0.9,4.0,54.9,91.0,1.6,3.3,69.1,11.4,613,24.7,3813,65.7,17.7,84300,3065,2.83,17265,29851,24.1,141,1253,-4.9,536,817,0.0,0.0,0.0,0.0,0.0,0.0,0,103211,64546,6881,6479,6,285.39,31.3
13289,8447,9023,-6.4,9023,5.6,19.9,18.5,51.0,56.7,41.5,0.4,0.2,0.0,1.3,1.6,55.7,95.3,0.7,1.5,65.2,8.7,585,27.7,4195,78.3,2.7,68900,3088,2.94,16022,27715,22.6,68,731,3.4,534,788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30340,2969,1349,11,358.40,25.2
13291,21451,21356,0.4,21356,3.8,17.0,29.5,51.5,97.3,0.7,0.4,0.4,0.0,1.2,2.8,94.8,86.2,2.4,5.9,83.6,21.1,2708,25.3,14179,77.6,5.0,199600,9118,2.29,24124,43146,15.3,516,5023,2.6,2086,2666,0.0,0.0,0.0,0.0,0.0,18.8,0,38051,246740,11809,21565,87,321.93,66.3
13293,26630,27153,-1.9,27153,6.0,23.1,17.0,52.3,69.6,28.1,0.4,0.7,0.0,1.2,2.4,67.9,83.4,1.8,2.5,75.5,11.0,2153,22.9,12106,68.5,9.5,92500,10416,2.57,17482,34068,20.1,454,5973,0.6,1712,1804,0.0,0.0,0.0,0.0,0.0,0.0,526494,0,208661,7575,22893,11,323.44,84.0
13295,68094,68756,-1.0,68756,5.7,23.0,15.9,50.8,93.4,4.4,0.3,0.4,0.0,1.4,1.8,91.9,83.1,1.5,2.7,77.2,13.6,6321,26.0,30232,73.8,9.5,109300,26256,2.56,20459,39578,16.0,700,10572,4.9,4210,5297,0.0,0.0,0.0,0.0,0.5,21.7,2060559,0,344223,5332,25369,51,446.38,154.0
13297,84575,83768,1.0,83768,6.4,26.1,13.2,51.2,80.7,16.1,0.4,1.3,0.1,1.4,3.9,77.5,85.5,4.4,5.8,80.7,17.7,5699,32.3,32507,76.4,8.6,163100,29488,2.79,22993,51347,13.8,1459,15057,2.0,7177,8041,0.0,0.0,0.0,0.0,0.0,22.6,591825,260436,797195,9577,58350,88,325.68,257.2
13299,35821,36306,-1.3,36312,6.8,23.5,15.5,50.3,67.5,29.6,0.5,0.8,0.1,1.5,3.5,64.7,81.1,3.3,5.3,80.9,13.4,2698,21.7,16284,66.5,13.5,83900,13091,2.55,18513,35431,22.4,876,11299,-0.5,1882,2353,0.0,0.0,0.0,0.0,0.0,0.0,0,762673,621068,17285,55465,77,892.46,40.7
13301,5578,5834,-4.4,5834,6.5,22.6,19.6,53.3,38.0,60.5,0.3,0.4,0.0,0.9,1.0,37.6,92.4,1.1,3.2,71.8,5.9,503,24.1,3000,70.8,6.6,60100,2269,2.55,17423,33330,25.3,67,622,3.2,373,349,0.0,0.0,0.0,0.0,0.0,14.0,0,0,23192,3954,749,0,284.30,20.5
13303,20879,21187,-1.5,21187,6.5,23.1,14.6,49.1,45.6,52.8,0.2,0.5,0.0,0.9,2.1,44.2,89.7,1.5,2.6,77.1,10.9,1272,23.1,9079,72.0,6.7,81800,7082,2.74,15840,31784,25.2,346,5532,3.1,1278,1492,0.0,0.0,4.2,0.0,0.0,0.0,0,69978,213695,10248,16524,48,678.45,31.2
13305,30305,30099,0.7,30099,7.0,24.5,13.7,48.1,76.3,20.6,0.6,0.6,0.1,1.9,6.2,71.2,83.1,3.7,5.8,78.8,10.7,2223,25.0,12324,70.8,7.4,86400,10214,2.72,18441,39470,18.6,548,5850,2.9,1727,2102,0.0,0.0,0.0,0.0,0.0,24.0,663428,0,310344,10703,32909,52,641.78,46.9
13307,2793,2801,-0.3,2799,4.1,23.3,17.9,49.9,55.8,42.4,0.3,0.3,0.0,1.3,4.0,52.9,91.8,1.6,3.7,81.1,11.8,109,24.8,1575,80.8,2.1,59800,1270,2.17,20524,29583,22.3,25,0,0.0,145,175,0.0,0.0,0.0,0.0,0.0,23.4,0,3477,4748,2095,0,0,209.12,13.4
13309,7888,7421,6.3,7421,4.5,17.2,12.0,35.0,61.1,37.7,0.1,0.2,0.1,0.8,5.1,56.8,96.2,0.5,1.5,75.5,8.1,507,22.0,2638,72.0,6.5,62300,1687,2.79,9412,31456,27.7,74,1055,2.2,351,325,0.0,0.0,0.0,0.0,0.0,0.0,0,8175,18141,2674,0,0,295.48,25.1
13311,27556,27144,1.5,27144,5.1,21.7,19.3,51.4,95.5,2.0,0.5,0.5,0.0,1.4,2.7,93.0,89.4,1.7,2.2,84.3,19.6,2487,28.6,16685,75.9,7.4,176000,12459,2.12,23849,39666,17.7,573,4770,-1.6,2528,3143,1.3,0.0,0.0,0.0,0.0,0.0,103902,40427,280664,11284,51128,26,240.69,112.8
13313,103359,102599,0.7,102599,7.6,28.0,11.9,50.0,91.4,4.1,1.3,1.5,0.2,1.5,32.8,61.0,83.8,18.1,30.0,68.5,14.8,5523,19.4,40451,67.7,19.8,129100,34514,2.91,20139,42379,19.2,2247,47083,-1.6,5756,7978,0.0,0.0,2.9,0.0,6.2,23.2,7524935,1351910,1440223,15535,144781,34,290.46,353.2
13315,9068,9255,-2.0,9255,5.1,19.8,14.8,40.9,62.7,35.5,0.3,0.6,0.0,1.0,3.7,59.6,83.4,1.8,4.4,74.9,9.2,698,24.6,3513,78.2,4.2,65800,2661,2.68,12561,31712,27.4,86,521,-2.6,463,695,0.0,0.0,0.0,0.0,0.0,11.2,0,0,27365,3157,612,0,377.71,24.5
13317,10076,10595,-4.9,10593,5.8,21.9,20.3,52.2,55.4,42.2,0.2,0.7,0.0,1.5,3.7,52.4,89.9,1.4,3.6,74.3,15.5,670,25.5,5144,70.3,6.8,96500,4138,2.49,17397,28989,25.0,208,2679,1.2,672,732,0.0,0.0,0.0,0.0,0.0,0.0,174306,19021,73407,7168,7075,45,469.49,22.6
13319,9577,9563,0.1,9563,6.9,24.5,16.9,51.8,59.4,38.5,0.5,0.4,0.0,1.3,2.4,57.5,92.6,1.2,1.6,79.9,12.4,644,24.2,4470,82.6,2.9,71500,3356,2.84,18488,37500,19.7,146,1999,-0.7,558,681,0.0,0.0,0.0,0.0,0.0,0.0,521536,13316,24250,2418,1377,2,447.31,21.4
13321,21741,21679,0.3,21679,6.1,23.9,15.5,51.8,68.7,29.6,0.3,0.5,0.1,0.9,2.0,67.1,87.6,1.2,2.2,73.2,8.3,1686,26.7,9196,74.0,7.0,83500,8039,2.68,18810,38336,22.6,283,2411,-1.3,1259,1593,18.4,0.0,0.0,0.0,0.0,0.0,0,116373,132224,6203,6544,19,570.70,38.0
15000,1392313,1360301,2.4,1360301,6.4,21.8,15.1,49.6,26.1,2.1,0.4,38.3,10.1,23.0,9.5,22.8,84.9,17.8,25.6,90.1,29.5,114109,25.9,522305,58.7,38.9,529500,445513,2.93,29203,67116,10.2,31472,485548,1.4,94118,120374,0.9,1.3,47.2,9.5,3.6,31.0,8799266,8894672,17611851,13793,8042210,2993,6422.63,211.8
15001,189191,185079,2.2,185079,6.3,22.2,15.9,49.8,34.2,0.8,0.6,22.5,12.5,29.5,12.0,30.7,86.9,11.5,19.5,90.9,25.9,16298,26.0,83186,65.9,20.5,342100,64270,2.80,25573,53591,15.8,3966,49068,-0.7,15590,18900,0.0,1.5,31.9,9.1,3.9,26.4,290120,732242,2566012,14816,874735,634,4028.42,45.9
15003,976372,953207,2.4,953207,6.4,21.5,15.1,49.5,22.4,2.8,0.3,43.3,9.6,21.6,8.8,19.4,84.7,19.6,28.2,90.3,31.2,81902,27.1,337522,56.9,44.6,560300,307248,2.96,30016,71263,9.3,21139,337092,0.3,57647,74069,1.1,0.0,56.6,9.1,3.3,32.1,8201881,7377106,11518349,12817,4123825,1724,600.74,1586.7
15005,90,90,0.0,90,0.0,0.0,30.0,53.3,27.8,0.0,0.0,7.8,48.9,15.6,1.1,26.7,94.7,28.1,29.8,77.2,36.8,1,16.2,106,0.0,20.4,0,46,1.20,49995,56875,7.1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11.99,7.5
15007,68434,67091,2.0,67091,6.5,22.1,16.1,49.7,33.3,0.5,0.5,31.7,9.3,24.7,9.9,30.1,87.8,14.9,21.2,88.5,24.3,4884,20.0,30269,63.6,25.7,561600,21884,2.98,26591,64422,10.0,1905,23784,2.4,6222,8316,0.0,3.0,35.5,10.2,5.0,31.8,0,209395,1052671,16730,591483,129,619.96,108.2
15009,158226,154834,2.2,154834,6.3,22.4,14.0,49.7,35.9,0.7,0.5,29.1,10.5,23.2,10.4,31.6,82.3,15.7,19.3,89.2,25.7,11024,21.0,71222,58.3,38.5,594400,52065,2.90,29654,64583,9.2,4314,60913,6.2,14659,20097,0.6,1.7,30.3,10.5,3.9,30.0,262749,575929,2474819,17437,2452167,506,1161.52,133.3
16000,1595728,1567652,1.8,1567582,7.3,26.7,13.3,50.0,93.8,0.8,1.7,1.4,0.2,2.2,11.6,83.5,82.0,5.9,10.2,88.5,24.6,127438,20.0,674394,70.6,15.1,171300,575497,2.64,22788,46890,14.3,42399,482722,-1.1,113472,151671,0.2,0.9,0.8,0.0,2.6,23.5,18010976,14286715,20526631,13691,2415951,6265,82643.12,19.0
16001,409061,392365,4.3,392365,6.6,25.7,11.4,50.0,92.5,1.2,0.9,2.7,0.2,2.5,7.4,86.0,80.6,6.2,8.9,93.1,35.2,31422,19.4,161083,69.0,17.6,206200,147753,2.57,27956,55304,11.2,11898,164701,0.4,31902,42344,0.4,1.0,1.3,0.0,2.1,25.4,4942388,6006918,5855102,15720,795953,2631,1052.58,372.8
16003,3915,3976,-1.5,3976,4.4,18.0,23.4,48.8,96.7,0.2,1.1,0.5,0.1,1.6,3.0,94.0,85.5,0.6,1.4,86.2,19.5,483,18.9,2663,80.6,3.6,174300,1783,2.20,24015,36845,11.3,125,435,-2.9,364,492,0.0,0.0,0.0,0.0,0.0,18.1,0,0,19965,5627,0,6,1363.06,2.9
16005,83800,82839,1.2,82839,7.7,26.8,11.8,50.2,92.0,0.8,3.4,1.4,0.3,2.1,7.3,85.9,79.1,2.8,6.3,90.8,27.0,5697,17.9,33401,70.9,20.2,140100,30045,2.65,21457,45347,14.6,1945,23563,-5.3,5042,6616,0.0,0.5,0.4,0.0,1.5,25.0,0,386587,1099246,13706,117808,136,1111.99,74.5
16007,5907,5986,-1.3,5986,6.6,27.0,19.4,50.4,97.7,0.3,0.7,0.4,0.0,0.9,4.0,94.1,84.1,0.4,3.2,90.8,16.6,538,18.9,3964,82.7,6.9,135600,2427,2.46,19484,43897,13.6,123,988,5.0,416,645,0.0,0.0,0.0,0.0,0.0,0.0,0,23383,58739,10031,0,28,974.79,6.1
16009,9117,9285,-1.8,9285,5.9,22.7,19.8,49.0,86.6,0.4,8.8,0.4,0.1,3.8,3.0,84.6,87.0,1.5,3.4,87.6,12.1,955,19.0,4677,74.0,6.4,119400,3867,2.37,18831,37508,14.7,232,2182,-3.2,492,596,0.0,0.0,0.0,0.0,0.0,26.2,0,6085,93862,10111,0,9,776.62,12.0
16011,45474,45607,-0.3,45607,9.0,32.3,12.1,49.7,89.8,0.5,7.1,0.7,0.1,1.8,17.5,74.9,86.9,6.8,16.0,84.7,16.2,2947,21.1,16241,78.2,10.1,133300,14432,3.09,18918,46169,15.4,796,9602,-0.4,2742,3193,0.0,2.5,1.0,0.0,3.6,20.0,624524,0,339940,7822,24298,67,2093.98,21.8
16013,21146,21378,-1.1,21376,5.7,23.3,14.0,49.0,95.9,0.3,1.5,0.9,0.2,1.2,20.3,77.6,84.8,15.3,18.7,90.7,45.1,1241,17.7,15116,68.7,31.5,415500,9028,2.33,33408,62906,7.8,1344,9932,-3.7,3335,4416,0.0,0.0,0.0,0.0,2.4,23.7,0,285858,356031,16414,153302,31,2643.59,8.1
16015,6835,7028,-2.7,7028,3.8,20.2,19.1,48.5,95.9,0.3,1.2,0.6,0.1,2.0,3.6,92.9,84.7,2.6,3.6,87.1,19.9,963,34.0,5335,76.5,1.6,195800,2990,2.34,23894,47128,17.3,141,490,-7.0,605,813,0.0,0.0,0.0,0.0,0.0,27.2,0,0,18745,2465,5741,25,1899.24,3.7
16017,40476,40877,-1.0,40877,4.9,20.7,19.3,49.9,96.2,0.2,0.9,0.6,0.1,2.1,2.4,94.2,89.1,2.6,3.3,91.0,22.3,4488,24.0,25269,73.2,11.6,236200,18399,2.20,24494,42989,15.2,1429,10968,-3.0,3747,5642,0.0,0.0,0.7,0.0,0.0,20.6,498636,149654,485307,11788,63260,74,1734.57,23.6
16019,106684,104304,2.3,104234,9.0,31.1,11.4,50.3,95.3,0.7,1.1,1.0,0.1,1.9,12.1,84.4,83.0,5.1,9.9,91.3,26.7,7024,19.7,40059,73.6,17.6,157400,35849,2.83,23521,51311,10.6,3189,42828,0.4,7607,10995,0.0,0.8,0.9,0.0,1.9,21.8,0,1881605,1871454,19405,153475,325,1866.08,55.9
16021,10808,10972,-1.5,10972,5.4,23.9,19.0,49.3,94.8,0.4,2.2,0.6,0.1,2.0,4.2,91.3,91.3,3.1,4.7,82.3,11.9,1552,19.0,5265,80.9,6.0,177500,4200,2.54,18509,35324,17.9,350,2234,-2.5,842,1133,0.0,0.0,0.0,0.0,0.0,29.1,0,19692,86256,7945,0,35,1268.56,8.6
16023,2740,2893,-5.3,2891,5.9,25.7,18.6,48.7,96.6,0.4,0.6,0.3,0.2,1.9,4.5,92.4,87.1,3.1,4.0,90.9,18.7,279,16.9,1369,82.5,10.9,111500,1080,2.58,19395,37821,16.1,66,638,-13.6,170,95,0.0,0.0,0.0,0.0,0.0,0.0,0,5209,18069,6500,0,2,2231.67,1.3
16025,1077,1117,-3.6,1117,4.8,23.5,16.7,47.6,95.1,0.5,0.9,0.3,0.1,3.2,6.7,89.0,85.0,8.7,11.7,83.0,23.7,128,28.3,836,70.9,0.6,184300,454,2.71,19726,41184,15.1,25,171,-15.8,106,73,0.0,0.0,0.0,0.0,0.0,56.2,0,0,0,0,1518,2,1074.49,1.0
16027,193888,188923,2.6,188923,8.5,30.8,11.7,50.6,94.0,0.7,1.6,1.0,0.3,2.4,24.3,71.8,81.0,8.9,18.4,82.4,16.5,13578,24.1,69774,71.2,11.9,145400,62824,2.92,18171,42943,18.1,3437,41541,0.6,11470,14561,0.2,0.7,0.6,0.0,5.9,22.4,0,992925,2176039,12171,140865,866,587.37,321.6
16029,6787,6963,-2.5,6963,7.5,27.9,16.9,50.0,97.2,0.1,0.6,0.7,0.2,1.2,5.4,92.3,88.5,3.4,4.2,90.0,18.3,556,17.6,3224,82.3,8.3,115700,2637,2.58,22014,49740,9.4,185,2500,-11.6,456,511,0.0,0.0,0.0,0.0,0.0,26.2,443222,94559,68364,9967,0,8,1764.15,3.9
